site_id,site_name,site_address,site_city,site_county,site_state,site_zip,site_latitude,site_longitude,site_setting,is_indirect,is_direct,is_pse
38768,Kitchen Kupboard Food Pantry,211 Main Street (Mount Olive Church),Mukwonago,Waukesha,WI,53149,42.862103,-88.332725,"Food assistance sites, food banks, and food pantries",1,0,0
38767,North Lake Food Pantry,W314 N7462 Highway 83,North Lake,Waukesha,WI,53029,43.154303,-88.370611,"Food assistance sites, food banks, and food pantries",1,0,0
15020,Oconomowoc Food Pantry,W359 N5848 Brown Street,Oconomowoc,Waukesha,WI,53066,43.125565,-88.459707,"Food assistance sites, food banks, and food pantries",1,0,0
17910,Danz Elementary School,2130 Basten Street,Green Bay,Brown,WI,54302,44.508763,-87.9687033,"Schools (K-12, elementary, middle, and high)",1,1,0
38765,Pewaukee Food Pantry,"642 Main Street, PO Box 51",Pewaukee,Waukesha,WI,53072,43.075912,-88.254659,"Food assistance sites, food banks, and food pantries",1,0,0
38764,St Agnes Food Pantry,12801 W Fairmount Avenue,Butler,Waukesha,WI,53007,43.107524,-88.071513,"Food assistance sites, food banks, and food pantries",1,1,0
38762,Muskego Food Pantry,S81 W19150 Apollo Drive,Muskego,Waukesha,WI,53150,42.896477,-88.153621,"Food assistance sites, food banks, and food pantries",1,0,0
38763,Mukwonago Food Pantry,325 Eagle Lake Avenue,Mukwonago,Waukesha,WI,53149,42.86668,-88.339487,"Food assistance sites, food banks, and food pantries",1,1,0
14445,Stanley Boyd Head Start,303 E. Park St.,Boyd,Chippewa,WI,54726,44.94921704,-91.03857331,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
16531,Bryant Elementary School,1423 Central Ave,Superior,Douglas,WI,54880,46.6669437,-92.10049955,"Schools (K-12, elementary, middle, and high)",1,1,0
38649,La Causa School,1643 S. 2nd St.,Milwaukee,Milwaukee,WI,53204,43.013016,-87.91289,"Schools (K-12, elementary, middle, and high)",1,1,1
17918,MPS Bryant Elementary School,8718 W Thurston Ave,Milwaukee,Milwaukee,WI,53225,43.122006,-88.021935,"Schools (K-12, elementary, middle, and high)",1,1,0
18649,Five Loaves Food Pantry,144 West Third Street,New Richmond,St. Croix,WI,54017,45.120074,-92.538678,"Food assistance sites, food banks, and food pantries",1,1,0
18536,New Richmond WIC,1752 Dorset Lane,New Richmond,St. Croix,WI,54017,45.099596,-92.535057,WIC clinics,1,1,0
18652,Spring Valley WIC,S520 Church Avenue,Spring Valley,Pierce,WI,54767,44.84301,-92.231555,WIC clinics,1,1,0
19007,Midvale Elementary School,502 Caromar Dr,Madison,Dane,WI,53711,43.057353,-89.450111,"Schools (K-12, elementary, middle, and high)",1,1,0
18999,Glendale Elementary School,1201 Tompkins Dr,Madison,Dane,WI,53716,43.05751,-89.31211,"Schools (K-12, elementary, middle, and high)",1,1,0
62019,Nuestro Mundo Elementary School,902 Nichols Rd,Monona,Dane,WI,53716,43.062365,-89.3393,"Schools (K-12, elementary, middle, and high)",1,1,0
27618,Mina Copeland Headstart,25182 WI-35,Siren,Burnett,WI,54872,45.830324,-92.364739,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
18158,MPS Marvin Pratt Elementary School,5131 N GREEN BAY AVENUE,Milwaukee,Milwaukee,WI,53209,43.110555,-87.933315,"Schools (K-12, elementary, middle, and high)",1,1,0
14441,Cornell Head Start,400 Woodside Drive,Cornell,Chippewa,WI,54732,45.17101324,-91.14672571,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
17649,St. Joseph's Academy,1600 W Oklahoma Ave,Milwaukee,Milwaukee,WI,53215,42.989023,-87.934325,"Schools (K-12, elementary, middle, and high)",1,1,0
38655,St. Francis High School,4225 S Lake Dr.,Milwaukee,Milwaukee,WI,53235,42.96768,-87.853542,"Schools (K-12, elementary, middle, and high)",1,1,0
15010,Headstart,N4 W22000 Bluemound,Waukesha,Waukesha,WI,53186,43.036863,-88.186867,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
15043,Waukesha Public Schools - BANTING,2019 Butler Drive,Waukesha,Waukesha,WI,53186,43.028942,-88.20536,"Schools (K-12, elementary, middle, and high)",1,1,0
15044,Waukesha Public Schools - BLAIR,301 Hyde Park Avenue,Waukesha,Waukesha,WI,53188,43.016074,-88.240597,"Schools (K-12, elementary, middle, and high)",1,1,0
18656,Hudson WIC,1901 Vine Street,Hudson,St. Croix,WI,54017,44.978733,-92.732149,WIC clinics,1,1,0
38761,Waukesha Co Aging & Disability Resource Center,514 Riverview Avenue,Waukesha,Waukesha,WI,53186,43.021436,-88.231566,Family resource centers,1,0,0
43802,United Church of Christ Food Pantry,1001 Birch Drive,Roberts,St. Croix,WI,54023,44.993297,-92.548083,"Food assistance sites, food banks, and food pantries",1,0,0
18532,Prescott Area Food Pantry,720 St Croix Street,Prescott,Pierce,WI,54021,44.7561695,-92.7974154,"Food assistance sites, food banks, and food pantries",1,1,0
15518,Arcadia Elementary School,358 E. River Street,Arcadia,Trempealeau,WI,54612,44.2528926,-91.4951267,"Schools (K-12, elementary, middle, and high)",1,1,0
62149,Ladysmith Elementary School,115 E 6th St. S,Ladysmith,Rusk,WI,54848,45.463894,-91.094149,,1,1,0
14439,Chippewa Valley Alternative Schools,2820 East Park Avenue,Chippewa Falls,Chippewa,WI,54729,44.926739,-91.3869709,"Schools (K-12, elementary, middle, and high)",1,1,0
55896,MPS Vieau Elementary,823 S. 4th Street,Milwaukee,Milwaukee,WI,53204,43.022685,-87.91578,"Schools (K-12, elementary, middle, and high)",1,1,0
18750,Spring Valley Food Pantry,S520 Church Avenue,Spring Valley,Pierce,WI,54767,44.84301,-92.231555,WIC clinics,1,1,1
14513,Prairie Ridge Early Learning,3031 Epiphany Lane,Eau Claire,Eau Claire,WI,54703,44.8312,-91.540806,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14514,Flynn Elementary,1430 Lee Street,Eau Claire,Eau Claire,WI,54701,44.803256,-91.479846,"Schools (K-12, elementary, middle, and high)",1,1,0
14518,Longfellow Elementary,512 Balcom Avenue,Eau Claire,Eau Claire,WI,54703,44.819489,-91.490365,"Schools (K-12, elementary, middle, and high)",1,1,0
14529,Western Dairyland: Head Start,35480 6th Street,Independence,Trempealeau,WI,54747,44.3561307,-91.4257357,Community organizations,1,1,0
14528,Western Dairyland:  Fresh Start,418 Wisconsin Street,Eau Claire,Eau Claire,WI,54703,44.815627,-91.500852,Community organizations,1,1,0
14626,Iowa County Aging and Disability Resource Center - ADRC,303 W. Chapel Street,Dodgeville,Iowa,WI,53533,42.96156935,-90.13399272,"Other places people go to ""learn""",1,0,0
37424,Head Start SWCAP - Shullsburg,"Shullsburg Elementary School, 444 North Judgement Street",Shullsburg,Lafayette,WI,53586,42.5754113,-90.2297753,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,1
44138,Head Start SWCAP - Dodgeville classroom,212 East Chapel Street,Dodgeville,Iowa,WI,53533,42.961893,-90.129021,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
69713,Benton Senior Meal Site,82 E. Main St,Benton,Lafayette,WI,53803,42.569076,-90.380078,Congregate meal sites & other senior nutrition centers,1,1,0
14601,Boscobel Elementary School,200 Buchanan St.,Boscobel,Grant,WI,53805,43.132825,-90.702612,"Schools (K-12, elementary, middle, and high)",1,1,0
37420,Head Start SWCAP - Fennimore,1505 Lafollette St,Fennimore,Grant,WI,53809,42.9777789,-90.6353192,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
67567,Flambeau Elementary School,"N4540 County Highway I, PO Box 86",Tony,Rusk,WI,54563,45.45197,-90.964443,"Schools (K-12, elementary, middle, and high)",1,1,0
14959,School District of Janesville,527 S. Franklin Street,Janesville,Rock,WI,53548,42.67495488,-89.01920911,"Schools (K-12, elementary, middle, and high)",1,1,0
14963,School District of Beloit,1633 Keeler Avenue,Beloit,Rock,WI,53511,42.512998,-89.015841,"Schools (K-12, elementary, middle, and high)",1,1,0
14953,Community Health System-BACHC,74 Eclipse Boulevard,Beloit,Rock,WI,53511,42.5202602,-89.0280838,Health care clinics and hospitals,1,1,0
69818,New Zion Baptist Church,1905 Mound Ave.,Beloit,Rock,WI,53511,42.525579,-89.0287,Faith-based centers/places of worship,1,0,0
14952,"Caritas, Inc. Food Pantry",2840 Prairie Avenue,Beloit,Rock,WI,53511,42.54781715,-89.01149786,"Food assistance sites, food banks, and food pantries",1,1,1
14831,Tri-County School District,409 South West Street,Plainfield,Waushara,WI,54966,44.2102063,-89.49560252,"Schools (K-12, elementary, middle, and high)",1,1,0
61150,Redgranite Elementary School,513 Bonnell Ave.,Redgranite,Waushara,WI,54970,44.037324,-89.095607,"Schools (K-12, elementary, middle, and high)",1,1,0
18931,Grand Marsh School,620 County Hwy E,Grand Marsh,Adams,WI,53936,43.8874751,-89.7019334,"Schools (K-12, elementary, middle, and high)",1,1,0
61142,Wautoma A+ After School Program,300 16th Ave.,Wautoma,Waushara,WI,54982,44.073837,-89.31037,Before and after-school programs,1,0,0
69838,Second Harvest Northern Lakes Food Bank,4503 Airpark Boulevard,Duluth,Saint Louis,MN,55811,46.833901,-92.169834,Mobile vending / food trucks,1,0,0
15455,Gilman Elementary School,325 North Fifth Avenue,Gilman,Taylor,WI,54433,45.16884,-90.807063,"Schools (K-12, elementary, middle, and high)",1,1,1
19291,Lake View Elementary,1802 Tennyson Lane,Madison,Dane,WI,53704,43.135756,-89.36209,"Schools (K-12, elementary, middle, and high)",1,1,0
19343,Lindbergh Elementary School,4500 Kennedy Rd.,Madison,Dane,WI,53704,43.143683,-89.389213,Before and after-school programs,1,1,0
37932,Menomonie Head Start,"3375 Kothlow Avenue, #10",Menomonie,Dunn,WI,54751,44.879124,-91.889492,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14448,Boys and Girls Club -Menomonie,615 24th Avenue West,Menomonie,Dunn,WI,54751,44.861298,-91.936102,"Youth Organizations (e.g. Boys or Girls Clubs, YMCA)",1,1,0
14727,La Crosse School District,807 East Avenue South,La Crosse,La Crosse,WI,54601,43.804176,-91.228753,"Schools (K-12, elementary, middle, and high)",1,1,1
18989,Frank Allis Elementary School,4201 Buckeye Rd,Madison,Dane,WI,53716,43.076814,-89.320977,"Schools (K-12, elementary, middle, and high)",1,1,1
15399,Westside Elementary School,1320 Buena Vista,Sun Prairie,Dane,WI,53590,43.1816305,-89.2357874,"Schools (K-12, elementary, middle, and high)",1,1,0
18586,Mendota Elementary,"4002 School Rd, Madison",Madison,Dane,WI,53704,43.136916,-89.384837,"Schools (K-12, elementary, middle, and high)",1,1,0
70063,Rice Lake Head Start,205 E. Orchard Beach,Rice Lake,Barron,WI,54868,45.486568,-91.725078,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
17628,Dallas Head Start,100 Dallas St,Dallas,Barron,WI,54733,45.258573,-91.814605,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14938,Al Behrman Elementary School,400 Mulberry,Baraboo,Sauk,WI,53913,43.458286,-89.738499,"Schools (K-12, elementary, middle, and high)",1,1,0
17815,Unity Elementary School,1908 WI-46,Balsam Lake,Polk,WI,54810,45.484503,-92.4682,"Schools (K-12, elementary, middle, and high)",1,1,0
15491,Lincoln Elementary,207 East Pearl Street,Merrillan,Jackson,WI,54754,44.451469,-90.839434,"Schools (K-12, elementary, middle, and high)",1,1,1
15503,Jackson County Head Start,905 Alder Street,Black River Falls,Jackson,WI,54615,44.308762,-90.848552,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
70161,German Immersion Elementary,3778 N 82nd St,Milwaukee,Milwaukee,WI,53222,43.085276,-88.013585,"Schools (K-12, elementary, middle, and high)",1,1,0
70195,Rome Farmers Market,Alpine Drive,Rome,Jefferson,WI,54457,44.220679,-89.784071,Farmers markets,1,0,0
37920,Holy Rosary Church Food Pantry,521 Juneau Street,Kewaunee,Kewaunee,WI,54216,44.4577186,-87.5062329,"Food assistance sites, food banks, and food pantries",1,1,0
18600,Kewaunee County Food Pantry,1528 Sunset Avenue,Algoma,Kewaunee,WI,54201,44.598511,-87.45339,,1,1,0
17840,Ridgeland Elementary School,315 Main Street,Ridgeland,Dunn,WI,54763,45.204137,-91.893631,"Schools (K-12, elementary, middle, and high)",1,1,0
17809,Turtle Lake Elementary School,205 N Oak St.,Turtle Lake,Barron,WI,54889,45.3976118,-92.1388209,"Schools (K-12, elementary, middle, and high)",1,1,0
70216,Holy Trinity Church Food Pantry,510 Church Street,Casco,Kewaunee,WI,54205,44.552045,-87.617897,"Food assistance sites, food banks, and food pantries",1,0,0
18641,Lakeshore CAP Food Pantry,131 South 3rd Avenue PO Box 791,Sturgeon Bay,Door,WI,54235,44.832959,-87.375491,"Food assistance sites, food banks, and food pantries",1,1,0
37913,Holy Name of Mary Catholic Church (Maplewood Food Pantry),7491 County Road H,Maplewood,Door,WI,54235,44.7479281,-87.4721455,"Food assistance sites, food banks, and food pantries",1,1,0
18607,MPS Victory Elementary School,2222 W Henry Ave,Milwaukee,Milwaukee,WI,53221,42.936871,-87.942721,"Schools (K-12, elementary, middle, and high)",1,1,0
17885,MPS Bethune Academy,1535 N 35th Street,Milwaukee,Milwaukee,WI,53208,43.050797,-87.958513,"Schools (K-12, elementary, middle, and high)",1,1,0
70288,Clarke Street School,2816 W Clarke St,Milwaukee,Milwaukee,WI,53210,43.066962,-87.949185,"Schools (K-12, elementary, middle, and high)",1,0,0
38596,"Hunger Prevention Council of Pierce County, Inc.",PO Box 201,Ellsworth,Pierce,WI,54011,44.740142,-92.548289,"Food assistance sites, food banks, and food pantries",1,0,0
39180,St. Croix County Health and Human Services,1752 Dorset Lane,New Richmond,St. Croix,WI,54017,45.099596,-92.535057,Community organizations,1,0,0
15109,Woodland Elementary School,1050 E. Woodland Ave.,Barron,Barron,WI,54812,45.3980562,-91.8435103,"Schools (K-12, elementary, middle, and high)",1,1,0
14535,Vilas Food Pantry,1011 Railroad Street,Eagle River,Vilas,WI,54521,45.929693,-89.256433,"Food assistance sites, food banks, and food pantries",1,0,0
14542,Vilas Land O Lakes Food Pantry,6516 Olympic 76,Land O' Lakes,Vilas,WI,54540,46.161187,-89.220976,"Food assistance sites, food banks, and food pantries",1,0,0
18171,Paul's Pantry,1529 Leo Frigo Way,Green Bay,Brown,WI,54302,44.524755,-87.995155,"Food assistance sites, food banks, and food pantries",1,1,0
14576,ADVOCAP,19 W. 1st St.,Fond du Lac,Fond du Lac,WI,54935,43.77627582,-88.45149582,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
15497,Forrest Street Elementary,720 Forrest Street,Black River Falls,Jackson,WI,54615,44.304897,-90.850516,"Schools (K-12, elementary, middle, and high)",1,1,0
15112,Tainter Elementary School (Rice Lake),2201 Carrie Ave.,Rice Lake,Barron,WI,54868,45.4777076,-91.7268954,"Schools (K-12, elementary, middle, and high)",1,1,0
70340,Cumberland Middle School,980 8th Ave,Cumberland,Barron,WI,54829,45.528219,-92.031448,"Schools (K-12, elementary, middle, and high)",1,1,0
70913,Deer Park Senior Site,121 Front Street,Deer Park,St. Croix,WI,54007,45.188234,-92.385806,,1,1,0
30329,Family Resource Center School District of Superior,1201 N 28th St.,Superior,Douglas,WI,54880,46.7092795,-92.0950011,Family resource centers,1,0,0
37656,Family Forum Head Start Center #2,518 Grand Avenue,Superior,Douglas,WI,54880,46.7318753,-92.0929701,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14371,Northwest Wisconsin Community Services Agency,1118 Tower Ave.,Superior,Douglas,WI,54880,46.724745,-92.103427,"Food assistance sites, food banks, and food pantries",1,0,0
18003,NWCSA WIC,1805 North 14th St.,Superior,Douglas,WI,54880,46.7222048,-92.104402,Health care clinics and hospitals,1,0,0
37658,Family Forum Inc. Project Center #1 Center and Home Based,1500 North 34th St.,Superior,Douglas,WI,54880,46.697994,-92.1002031,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,0,0
14369,Faith United Methodist Church,1531 Hughitt Ave.,Superior,Douglas,WI,54880,46.72019829,-92.09956645,"Food assistance sites, food banks, and food pantries",1,1,0
14554,Forest-Crandon School District,9750 Hwy 8 W,Crandon,Forest,WI,54520,45.571829,-88.928998,"Schools (K-12, elementary, middle, and high)",1,1,0
17645,Frederic Elementary,305 Birch Street,Frederic,Polk,WI,54837,45.662874,-92.461137,"Schools (K-12, elementary, middle, and high)",1,1,0
37400,"Ruby's Pantry, New Richmond",1245 Wall Street,New Richmond,St. Croix,WI,54017,45.134268,-92.549834,"Food assistance sites, food banks, and food pantries",1,0,0
71051,Afton-Lakeland Elementary School,475 St Croix Trail,Lakeland,Washington,MN,55043,44.955739,-92.770987,"Schools (K-12, elementary, middle, and high)",1,0,0
14440,Cornell Elementary,111 S. 4th St.,Cornell,Chippewa,WI,54732,45.16650536,-91.14764344,"Schools (K-12, elementary, middle, and high)",1,1,0
14442,Holcombe Elementary,27331 262nd Avenue,Holcombe,Chippewa,WI,54745,45.2217995,-91.12097115,Before and after-school programs,1,1,0
14435,Parkview Elementary,1130 Miles St.,Chippewa Falls,Chippewa,WI,54729,44.9324856,-91.40845879,"Schools (K-12, elementary, middle, and high)",1,1,0
36301,St Francesca's Food Pantry,117 Allen St.,Chippewa Falls,Chippewa,WI,54729,44.9353484,-91.3871475,"Food assistance sites, food banks, and food pantries",1,1,0
14434,Chippewa County WIC,711 N. Bridge St.,Chippewa Falls,Chippewa,WI,54729,44.940447,-91.397153,"Other places people go to ""learn""",1,1,0
14541,Vilas Boulder Junction Food Pantry,10441 Main St,Boulder Junction,Vilas,WI,54512,46.112621,-89.647136,"Food assistance sites, food banks, and food pantries",1,1,0
14437,Chippewa Falls Head Start,2820 East Park Avenue,Chippewa Falls,Chippewa,WI,54729,44.926739,-91.3869709,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
14444,Salvation Army Food Pantry,521 N. Bridge St.,Chippewa Falls,Chippewa,WI,54729,44.93867506,-91.3950049,"Food assistance sites, food banks, and food pantries",1,0,0
18466,Lake Superior Intermediate,1101 Binsfield Road,Ashland,Ashland,WI,54806,46.568572,-90.878948,"Schools (K-12, elementary, middle, and high)",1,1,0
61003,Crandon Head start,508 S. Central Ave,Crandon,Forest,WI,54520,45.564799,-88.905596,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
47560,Forest County Office on Aging,200 E Madison St,Crandon,Forest,WI,54520,45.569233,-88.899328,Congregate meal sites & other senior nutrition centers,1,1,0
14491,Prairie du Chien School District,400 S. Waucouta Ave.,Prairie du Chien,Crawford,WI,54821,43.056305,-91.145231,"Schools (K-12, elementary, middle, and high)",1,1,0
14928,Doudna Elementary School,1900 Bohman Drive,Richland Center,Richland,WI,53581,43.3172472,-90.37837058,"Schools (K-12, elementary, middle, and high)",1,1,0
62136,Ithaca Elementary School,Wisconsin 58,Richland Center,Richland,WI,53581,43.183575,-90.443066,,1,1,0
15406,Abbotsford Elementary School,510 West Hemlock P.O. Box A,Abbotsford,Marathon,WI,54405,44.949491,-90.331929,"Schools (K-12, elementary, middle, and high)",1,1,0
37421,Head Start SWCAP - Boscobel,400 Johnson Street,Boscobel,Grant,WI,53805,43.1408932,-90.6879379,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
69726,Plymouth Congregational Church,115 W Merrimac St,Dodgeville,Iowa,WI,53533,42.960801,-90.131955,,1,1,0
15419,Colby Elementary School,202 West Dolf Street P.O. Box 80,Colby,Clark,WI,54421,44.917898,-90.32113,"Schools (K-12, elementary, middle, and high)",1,1,0
17345,St. Paul's Lutheran Church,321 N Park Ave,Medford,Taylor,WI,54451,45.13987071,-90.35108772,Faith-based centers/places of worship,1,0,0
46000,ICAA Head Start-Dorchester,"134 N. 4th St. Dorchester, WI 54425",Ladysmith,Rusk,WI,54848,45.464322,-91.104895,Community organizations,1,1,0
14376,Superior School District,3025 Tower Ave.,Superior,Douglas,WI,54880,46.70348612,-92.10415242,"Schools (K-12, elementary, middle, and high)",1,1,0
37422,Head Start SWCAP - Muscoda,800 North 6th Street,Muscoda,Grant,WI,53573,43.192162,-90.4366473,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
37425,Head Start SWCAP - Lancaster,"Winskill Elementary School, 925 West Maple Street",Lancaster,Grant,WI,53813,42.8484428,-90.7185396,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
18784,Adams Friendship Elementary,500 N Pierce Street,Adams,Adams,WI,53910,43.964934,-89.811332,"Schools (K-12, elementary, middle, and high)",1,1,0
18416,"Mead Elementary, Wisconsin Rapids Public Schools",241 17th Avenue South,Wisconsin Rapids,Wood,WI,54495,44.394168,-89.844062,"Schools (K-12, elementary, middle, and high)",1,1,0
18854,McKinley Elementary School,2926 Blaine St,Stevens Point,Portage,WI,54481,44.506865,-89.566238,"Schools (K-12, elementary, middle, and high)",1,1,0
17420,South Wood County Emerging Pantry,331 12th Avenue South,Wisconsin Rapids,Wood,WI,54495,44.392492,-89.837779,"Food assistance sites, food banks, and food pantries",1,1,1
45557,Boys and Girls Stevens Point,1800 East Ave,Stevens Point,Portage,WI,54481,44.51902,-89.571529,"Youth Organizations (e.g. Boys or Girls Clubs, YMCA)",1,1,0
17944,Shalom Center Food Pantry,8043 Sheridan Rd,Kenosha,Kenosha,WI,53143,42.557182,-87.8239849,"Food assistance sites, food banks, and food pantries",1,0,0
17483,St. Vincent de Paul Society pantry,926 LaSalle St.,Racine,Racine,WI,53404,42.756718,-87.812275,"Food assistance sites, food banks, and food pantries",1,0,0
14691,Sharing Center,25700 Wilmot Road,Trevor,Kenosha,WI,53179,42.514061,-88.115318,"Food assistance sites, food banks, and food pantries",1,1,0
14944,Westside Elementary School,401 Alexander Avenue,Reedsburg,Sauk,WI,53959,43.529405,-90.024827,"Schools (K-12, elementary, middle, and high)",1,1,0
14652,The Lord's Cupboard Food Pantry,115 Center Ave.,Park Falls,Price,WI,54552,45.690298,-90.401582,"Food assistance sites, food banks, and food pantries",1,0,0
14687,RKCAA Kenosha Community Action Agency/WIC,2000 63rd St,Kenosha,Kenosha,WI,53140,42.577751,-87.833554,"Early care and education facilities (includes child care centers and day care homes as well as Head Start, preschool, and pre-kindergarten programs)",1,1,0
